1,1.40915
2,1.39234
3,1.37982
4,1.24199
5,1.03263
6,1.14232
7,1.52702
8,1.63768
9,1.85966
10,2.05144
11,2.05037
12,2.09828
13,2.05492
14,1.95172
15,1.81508
16,1.79067
17,1.55219
18,1.2782
19,1.03837
20,1.10897
21,1.3612
22,1.35669
23,1.60601
24,1.55316
25,1.6719
26,1.7013
27,1.64394
28,1.60361
29,1.52609
30,1.46664
31,1.49124
32,1.3219
33,1.38487
34,1.34773
35,1.49088
36,1.52746
37,1.54013
38,1.67779
39,1.62416
40,1.70992
41,1.63756
42,1.41209
43,1.42661
44,1.3272
45,1.12996
46,1.15843
47,1.44161
48,1.52239
49,1.72435
50,1.96565
51,2.1073
52,2.11935
53,2.14505
54,2.06087
55,2.04713
56,1.79785
57,1.70077
58,1.38638
59,1.17411
60,1.00546
61,1.26959
62,1.36053
63,1.44767
64,1.45431
65,1.44621
66,1.22936
67,1.12288
68,1.02339
69,1.29802
70,1.52073
71,1.73987
72,1.79223
73,1.91263
74,2.03481
75,2.12174
76,2.00152
77,2.09195
78,1.80815
79,1.71143
80,1.49425
81,1.32926
82,1.10182
83,1.1748
84,1.34611
85,1.42308
86,1.56366
87,1.51788
88,1.52145
89,1.55884
90,1.61306
91,1.519
92,1.40588
93,1.36031
94,1.43231
95,1.40951
96,1.4234
97,1.41356
98,1.50099
99,1.45867
100,1.48871
101,1.50627
102,1.70533
103,1.64473
104,1.52048
105,1.40924
106,1.42426
107,1.30429
108,1.06461
109,1.17134
110,1.42013
111,1.56273
112,1.70306
113,1.91307
114,2.13064
115,2.05961
116,2.19667
117,1.96601
118,1.96537
119,1.73733
120,1.52053
121,1.34191
122,1.22462
123,1.03265
124,1.26589
125,1.257
126,1.36771
127,1.46978
128,1.36028
129,1.14699
130,1.04294
131,1.15805
132,1.35278
133,1.43494
134,1.80853
135,1.81146
136,2.01583
137,2.15968
138,2.17171
139,2.00001
140,1.89922
141,1.88487
142,1.63638
143,1.44207
144,1.30308
145,1.06654
146,1.07854
147,1.2619
148,1.36134
149,1.46195
150,1.57939
151,1.60934
152,1.55271
153,1.65721
154,1.44145
155,1.55517
156,1.49851
157,1.4003
158,1.37601
159,1.37507
160,1.42834
161,1.5574
162,1.55594
163,1.58659
164,1.52367
165,1.55013
166,1.67006
167,1.49677
168,1.45249
169,1.3149
170,1.17517
171,1.00428
172,1.19571
173,1.4014
174,1.74035
175,1.72732
176,1.90518
177,1.99836
178,2.05041
179,2.11621
180,2.03027
181,1.9583
182,1.71809
183,1.52453
184,1.36302
185,1.15424
186,1.02189
187,1.24764
188,1.403
189,1.46427
190,1.44155
191,1.34091
192,1.26475
193,1.10906
194,1.04455
195,1.43406
196,1.51216
197,1.77815
198,1.99972
199,2.0531
200,2.13146
201,2.17529
202,2.06363
203,2.01995
204,1.87503
205,1.64598
206,1.42246
207,1.1357
208,1.09525
209,1.12678
210,1.30267
211,1.48141
212,1.53587
213,1.63457
214,1.58009
215,1.69688
216,1.64109
217,1.44798
218,1.55907
219,1.35973
220,1.40676
221,1.42225
222,1.31865
223,1.53423
224,1.52231
225,1.54144
226,1.5138
227,1.67632
228,1.69788
229,1.65815
230,1.56128
231,1.36992
232,1.37973
233,1.11233
234,1.01092
235,1.28861
236,1.52151
237,1.66181
238,1.91453
239,2.08399
240,2.14685
241,2.07125
242,2.12834
243,1.97224
244,1.92629
245,1.75146
246,1.51171
247,1.34218
248,1.07386
249,1.08069
250,1.2423
251,1.33992
252,1.34435
253,1.39905
254,1.30015
255,1.14164
256,1.06062
257,1.19169
258,1.42681
259,1.59629
260,1.79349
261,1.91819
262,2.01324
263,2.19256
264,2.11849
265,2.08286
266,1.90806
267,1.74328
268,1.56265
269,1.36571
270,1.20664
271,1.06098
272,1.17461
273,1.39444
274,1.52178
275,1.54361
276,1.68876
277,1.55041
278,1.59657
279,1.48482
280,1.57172
281,1.56055
282,1.34234
283,1.49018
284,1.39454
285,1.36825
286,1.51909
287,1.57052
288,1.47417
289,1.66632
290,1.71029
291,1.57463
292,1.61066
293,1.48119
294,1.4922
295,1.30666
296,1.04869
297,1.09101
298,1.21428
299,1.45481
300,1.68382
301,1.83186
302,1.9948
303,2.02578
304,2.16269
305,2.14558
306,1.97429
307,1.9411
308,1.68601
309,1.40036
310,1.20858
311,1.07784
312,1.11787
313,1.25657
314,1.37599
315,1.35928
316,1.4623
317,1.25417
318,1.15445
319,1.09557
320,1.13433
321,1.36913
322,1.62087
323,1.78621
324,1.95702
325,2.03764
326,2.08762
327,2.15292
328,2.13208
329,1.96923
330,1.70595
331,1.47437
332,1.36799
333,1.22322
334,1.04567
335,1.29045
336,1.47808
337,1.56235
338,1.50005
339,1.58628
340,1.58648
341,1.61235
342,1.53255
343,1.44166
344,1.47265
345,1.51636
346,1.41537
347,1.36693
348,1.48978
349,1.36543
350,1.44492
351,1.48745
352,1.65825
353,1.66757
354,1.69727
355,1.57898
356,1.43417
357,1.37621
358,1.29119
359,1.16969
360,1.16529
361,1.32526
362,1.49132
363,1.73505
364,1.91547
365,2.11721
366,2.15132
367,2.09334
368,1.99413
369,2.04348
370,1.77451
371,1.55038
372,1.3489
373,1.15377
374,1.00022
375,1.17167
